1192,1
8298,1
33816,2
41310,1
24316,1
5605,1
9452,1
28910,3
7762,3
35461,1
20635,6
38933,1
19182,2
47216,1
14951,3
31390,3
32924,9
35279,1
7558,2
34676,8
40598,2
31474,25
28184,6
30603,1
24452,4
34474,9
34232,1
36568,10
19417,8
6418,1
34602,4
41824,1
26459,1
47310,4
10317,4
32798,4
35074,1
33994,1
46665,4
3413,1
173,4
10868,7
50446,4
36009,14
4955,1
44660,4
3742,11
46973,1
5920,4
49183,1
31163,7
24450,1
41287,4
33575,3
34237,7
47062,1
36670,1
28846,1
43382,7
23611,8
27771,1
33261,1
13911,1
39515,1
14374,4
1001,1
2317,4
47007,1
23226,1
26933,6
33740,1
38172,10
35148,6
31945,3
6585,2
22175,1
21091,10
6861,1
19121,4
11003,8
24960,1
30142,7
12965,1
20494,8
18047,4
9893,4
28688,1
198,5
33826,1
640,1
47715,1
32219,4
27586,1
23693,1
30841,2
32324,4
27389,5
42306,1
16703,2
42146,4
15369,4
32444,1
7431,5
2662,4
7642,7
30020,1
42676,10
31632,4
43429,1
15952,5
24344,15
14254,10
34688,1
27719,1
34720,6
16755,10
48021,4
7729,1
4132,3
21552,1
16460,1
39102,6
31595,5
6862,4
5093,1
18752,2
41585,1
40412,4
29876,1
38913,2
11595,2
10097,9
37503,2
375,1
16464,1
7650,4
18554,2
21807,4
27369,5
23773,11
2898,4
23170,1
16573,7
21995,2
42071,1
35660,1
50892,1
49355,7
3170,7
2059,1
49701,7
23561,7
10440,4
42343,8
38492,2
9065,1
31167,1
24578,5
14614,1
17074,6
39002,4
15217,13
3114,10
40775,1
5566,2
30511,1
7545,4
48799,1
48354,1
41200,1
1517,5
16038,2
47219,1
7430,2
11628,4
8868,7
36470,4
25170,5
5979,1
32603,13
34400,2
17257,5
42342,3
33973,1
10646,1
39783,1
48542,7
33577,25
25603,1
21499,3
18200,4
23585,4
41706,1
16856,5
4795,4
43790,11
46498,4
36733,6
31064,1
11247,9
38347,4
25204,8
43333,1
27564,4
35838,1
10559,5
32594,2
4231,2
39487,5
42252,1
13140,1
16327,1
3150,4
46587,7
22097,2
2826,1
48469,1
3852,10
15465,10
2614,1
28624,4
13174,4
6963,2
26208,1
42614,10
38224,1
32254,5
24716,4
40373,4
9781,4
6581,13
39301,7
40143,2
20421,4
50916,1
4916,2
33844,1
31204,4
1136,1
14105,4
28901,5
35483,4
38422,5
32709,4
27776,8
39958,8
6676,8
8216,1
46174,4
26725,4
12916,1
13759,9
261,8
30060,4
27616,4
19681,2
44982,1
23033,1
26998,1
28066,25
1695,1
8200,1
42862,4
6507,1
45945,3
1713,6
3250,3
26570,1
42499,1
27878,4
31218,12
38045,7
5627,1
15569,5
36902,7
22772,2
13575,1
864,3
15942,8
18208,1
6489,2
5530,7
31112,4
2433,1
40950,7
29956,5
43795,13
4303,1
19712,1
27677,5
3362,1
27144,1
5165,9
49155,5
30768,4
33658,1
29341,2
45907,1
11009,9
22134,5
8890,6
28715,22
40326,1
41253,4
4055,2
21374,10
27300,4
13613,19
18681,4
37847,10
11980,5
33880,1
33399,7
23393,1
41172,4
20438,8
1838,2
42569,3
5970,4
23484,5
38151,1
27986,2
50997,4
26952,1
50345,8
6357,1
5370,13
20165,8
18182,4
5538,1
7665,1
19566,1
37387,4
6373,1
3149,1
44904,1
34702,2
36303,5
24179,1
25146,5
29362,12
24550,4
48317,1
13250,4
28304,8
19015,5
295,2
23903,8
27747,1
2876,2
27902,1
1166,1
6076,16
29493,1
27886,1
7393,2
48846,1
25780,3
8759,11
2446,10
43960,10
23979,2
2439,4
7982,7
39803,1
47851,1
33049,3
17040,1
18469,1
18893,1
44583,4
22787,4
40692,1
34058,2
49877,4
9837,5
29163,5
12007,1
50221,4
47476,1
25737,1
38751,9
16661,8
37022,3
8187,8
40003,7
9338,7
16678,2
23232,8
45315,1
31872,8
11210,1
19901,4
19708,2
36313,8
12701,5
10873,1
48126,2
1369,1
28911,1
25480,8
47586,13
43545,1
38945,7
31368,1
4085,2
12107,1
34494,10
35125,8
36163,2
11040,10
40509,1
7406,1
22270,7
25895,4
15660,5
49582,11
11323,2
45390,2
6212,1
9362,1
34012,4
7620,4
33601,2
32917,7
38036,1
43308,4
13480,1
184,5
41847,8
49998,1
30490,5
1487,1
2926,1
47484,1
38378,9
16091,13
38736,4
20018,1
27060,4
41439,20
45723,2
48482,1
25248,2
26684,5
22126,1
2035,23
5777,1
43191,1
264,1
21803,4
2504,2
37460,1
42371,3
50550,1
3030,5
13979,1
24785,9
50582,2
23176,1
18779,1
1378,2
34268,5
2291,4
23267,2
42227,7
11739,1
43709,5
7074,1
29306,6
40529,7
35477,14
11074,4
19821,10
13236,10
11514,1
48781,1
20350,1
47288,5
47218,2
39971,1
41769,1
11362,1
43988,1
27451,5
36022,4
40196,1
19466,4
50483,1
29838,1
32819,1
7792,10
8798,5
7633,1
30800,4
49709,4
13325,14
23254,4
45425,7
11346,1
34737,6
15556,3
19097,1
40616,1
5578,1
25938,1
34282,9
24015,1
19717,4
35090,1
28831,8
30271,4
4671,3
50132,4
15167,12
18986,4
36262,1
9437,1
34122,1
13577,1
40005,4
28811,3
32122,2
36305,7
24291,6
3156,5
48598,5
36094,1
36768,7
25073,14
9307,8
10675,2
33621,1
48861,1
29011,1
467,2
16235,5
39947,1
16437,10
23307,2
50538,4
31377,1
31106,1
24738,15
2177,2
6290,4
23026,10
34407,4
3995,5
4715,1
3700,1
43512,2
17375,2
19225,5
40566,8
44105,1
14289,4
40532,1
45408,7
49513,8
50212,2
20232,4
20378,1
23860,1
29161,9
3591,5
10998,5
27341,1
40817,5
6924,1
49799,4
33283,4
2709,1
33124,1
39730,1
46487,7
15629,4
8118,1
8721,14
36088,7
16443,1
21823,1
9449,1
16377,7
46239,3
24500,7
3348,5
34397,1
48939,5
46521,2
33148,1
37916,4
41411,2
36343,4
46382,9
40093,6
11552,1
48732,1
4047,1
27142,5
44993,4
6991,1
33573,4
8844,1
49057,1
43514,4
44709,1
39622,1
49520,2
38434,1
22038,8
19438,4
25377,7
10677,1
34135,1
31569,1
15948,9
49152,2
15817,5
40321,1
16374,2
38812,11
37840,2
42994,4
42229,1
49328,1
1022,5
23032,4
8704,15
47640,1
34054,1
9654,1
5908,5
15579,1
13427,2
22335,4
6543,4
34116,2
28361,1
43442,4
21800,7
25630,1
46373,3
50418,5
37043,4
27031,7
29934,2
14644,17
22824,5
33300,6
19749,1
48433,2
49041,1
25746,4
380,7
10058,4
50344,1
39901,1
19065,4
10195,5
930,3
2626,1
18910,1
49377,1
50937,1
35663,1
8611,4
45681,1
44674,1
47143,2
48271,9
42440,29
31974,12
26546,2
32841,4
22356,5
19557,6
35372,8
23620,2
11072,1
17636,7
20778,1
39416,1
31310,1
10086,1
34632,6
9653,4
4603,1
25757,2
28886,1
25700,2
42217,9
26117,4
24964,1
50066,1
12111,1
31965,2
50151,1
43171,19
10702,1
2995,1
21341,1
6648,1
22811,9
17199,1
40382,1
9278,4
35688,2
38440,4
30784,14
19514,4
40804,7
9471,5
21084,1
42389,1
2777,4
24928,2
7097,3
7544,1
8159,6
28995,5
13955,7
50081,1
44349,3
20257,3
14486,2
1203,8
18083,19
26281,2
43873,4
38931,8
16141,14
37486,1
21469,1
38695,5
25850,11
10399,1
31801,1
16547,8
14041,11
15512,7
39110,1
28264,1
15851,7
24984,1
12430,1
4118,1
47308,1
49819,1
38634,1
17025,1
17727,4
33656,4
26133,7
42045,7
3927,2
14508,1
33299,4
11200,1
14141,2
24386,8
23867,1
7249,4
7875,4
43407,7
39552,1
9863,2
47494,1
15271,1
18493,1
9340,7
13074,1
38449,1
35934,1
16650,1
33128,5
17844,1
44381,1
952,1
2160,4
1799,1
15531,1
31371,8
9766,1
40892,1
47011,8
19721,4
22656,4
29701,5
38195,8
10034,7
10400,10
11171,8
28012,8
7711,2
8946,2
42338,6
6564,1
41246,2
23108,1
11280,4
32243,2
25730,2
5175,6
48064,1
26087,2
21372,4
20615,5
44221,3
29105,8
35932,1
8466,5
7108,1
49240,1
10990,1
2324,2
41258,4
31217,1
12855,1
24396,4
28250,2
43269,10
3776,4
33083,4
43875,1
7758,4
27864,1
21002,8
18404,1
2974,3
34043,9
23661,3
43373,1
47808,3
20788,1
42465,1
3598,1
47552,2
46430,1
14907,5
36449,5
15508,1
34086,1
23127,2
31004,1
27956,7
13121,4
5778,1
3034,1
43340,1
37579,3
47060,5
21505,7
12503,8
37493,1
28047,4
50665,4
37218,4
22620,4
27447,5
33990,4
50002,1
37711,11
4255,7
6883,1
50112,3
24947,1
3482,11
7066,7
10323,1
11610,2
44384,2
1538,6
14763,1
47393,1
19128,1
34321,8
45295,15
46485,2
14266,7
40109,2
2817,8
31121,10
7960,9
8810,4
2381,1
12583,1
20910,1
45335,2
36292,2
35397,1
50784,1
40215,1
20507,1
31686,1
35534,2
14324,2
12087,2
34424,1
37586,8
40664,10
25545,2
49060,28
3151,1
50676,2
19770,2
44824,7
47053,8
37814,1
42171,5
4025,2
36485,5
16810,2
20478,12
38342,1
12463,11
34691,2
6223,2
12881,1
11587,12
50978,4
48649,5
39822,4
27612,3
28070,1
6177,2
23282,1
25400,1
48105,3
11865,4
29519,4
40953,13
25567,8
36283,2
50153,4
39799,1
17869,5
38575,1
4969,1
42748,1
15414,1
6387,2
46426,1
32717,2
43105,9
48768,1
31042,8
6548,1
7241,1
7363,6
15759,3
50736,2
46007,1
38168,4
33977,1
9166,12
474,1
3311,1
8407,1
4596,5
40424,8
27095,1
9775,2
13922,8
30708,1
12826,2
50192,7
48702,3
27614,7
26639,2
31728,6
5060,1
15210,3
49283,1
28923,2
30686,9
21794,1
11758,1
48151,7
34109,11
2184,7
29319,1
45964,6
11807,4
23112,1
33015,1
5560,4
12566,1
47463,1
32797,5
1119,1
15354,1
23954,4
7407,10
14686,1
37610,5
30958,2
38939,12
22357,1
12435,4
29331,10
10166,7
22549,8
33401,1
41006,2
40920,5
43759,1
37513,3
30558,1
33636,1
29562,1
9512,7
49728,11
15387,1
7165,14
9735,16
23997,1
45923,1
46718,1
38887,1
36897,4
30515,1
3559,1
30088,7
18887,4
29729,4
11250,5
49091,1
33628,1
7785,2
36873,1
26714,1
23602,8
26560,4
18694,6
19143,1
10723,1
23359,1
15511,5
14484,8
33616,4
34011,1
21097,1
28750,7
45230,2
38093,4
22886,1
49106,4
27621,1
6179,1
17564,1
3460,4
45290,1
18755,4
49154,1
23558,4
10381,1
36779,2
38340,7
48377,4
23343,11
25994,5
32766,2
50632,2
41822,8
3863,1
27737,1
21194,1
35319,10
50371,2
3047,2
2431,14
20181,4
16694,4
32750,1
1940,1
48008,2
46496,1
3825,1
32410,6
38643,2
30584,7
15722,12
33997,5
15509,1
48913,5
6820,1
37623,2
1474,4
14525,7
34501,4
35396,2
29335,6
11942,2
11255,1
13810,1
2622,2
25969,1
40565,1
39227,1
29414,1
37330,7
37820,5
43365,3
19393,1
28698,1
17146,4
7444,3
5110,1
36658,7
39578,34
23648,3
48316,2
31933,1
14260,1
3314,2
36209,4
14137,2
21343,3
27122,5
47145,4
991,4
33682,4
10022,2
30144,5
30819,5
20254,6
8377,11
46820,7
36422,13
12362,1
21359,5
9811,2
7418,1
18868,8
33508,13
32799,4
971,3
38607,5
10756,3
3962,5
38328,2
33884,6
5805,16
49308,1
31475,5
23991,13
2467,4
28436,1
33599,6
41795,2
2825,1
8694,1
5217,4
39228,6
6694,1
15428,13
25565,4
44897,1
7368,4
47453,6
34812,3
34748,1
24825,1
46112,1
35451,1
34114,1
47422,4
27707,1
23071,1
36421,8
16739,5
33512,4
31213,1
39876,6
33491,1
37108,1
18598,1
5394,1
37581,8
28224,1
3870,5
45448,3
22226,5
44252,1
44022,1
43948,1
15394,2
33514,1
21660,5
18251,7
42275,2
46157,8
13200,1
15723,1
48916,1
9154,2
45610,1
33033,1
39893,1
18812,1
31723,1
12308,1
27662,4
3139,15
24082,2
47063,4
37301,19
9992,1
10427,1
44503,1
3062,6
43172,5
36486,1
45226,4
48693,9
16597,2
42945,14
9563,8
32073,4
13964,4
5223,13
10249,1
44532,5
13855,1
36715,13
34826,3
8086,1
39219,1
4922,1
36606,1
40150,4
41074,11
19520,2
284,4
49247,1
43624,1
44915,1
11634,7
26878,1
25643,7
31869,22
50528,8
40627,8
5536,2
18905,1
46924,1
19997,5
14123,1
9476,4
28598,23
15833,1
23717,6
50470,5
2003,2
38114,1
47010,1
26729,28
44724,4
43199,2
20316,9
15666,5
50023,1
29928,9
12343,1
20962,3
41003,10
32227,1
12148,1
13831,4
20800,7
27378,2
44049,1
14766,7
22737,1
3217,15
22922,1
47311,13
37101,1
46853,4
42769,4
1003,5
29724,1
43353,1
39621,1
9268,15
449,1
28431,1
27988,5
27098,4
5295,7
32293,1
24876,1
11090,4
18891,4
25518,7
10247,4
35290,5
7199,5
11348,4
20943,1
20485,13
9033,4
26444,1
41286,4
50133,7
27784,1
50508,2
44091,1
7297,1
21174,4
4483,1
43531,12
19487,2
31683,1
23578,8
44293,4
16987,1
45898,4
4418,8
47803,1
38731,1
48117,1
42850,13
36810,2
25515,11
47669,4
21945,1
6659,2
19751,5
31274,2
9022,1
19533,2
36567,1
10096,1
12743,13
22600,4
39169,1
39126,2
43010,1
42262,2
32705,4
33096,1
35261,4
12217,1
48014,1
46774,1
31284,4
20013,8
25751,4
50413,4
43917,4
41077,5
38835,1
13845,7
11054,1
25455,4
48338,1
25042,1
39129,1
46424,10
34967,1
24394,4
35851,5
46254,4
38220,1
10167,3
14940,1
18170,1
50292,7
5587,1
45081,8
31798,4
5353,2
38862,1
16468,15
9857,7
3487,4
32722,4
29760,13
14973,5
43103,13
10391,1
49663,2
38989,1
39300,1
11401,1
17115,11
26796,13
21166,3
12693,7
4861,1
46535,7
43743,2
26578,6
30033,1
27313,1
11858,1
37238,2
31657,1
35627,1
24570,9
46770,1
3122,12
35952,2
18439,1
32741,1
6814,1
4334,4
12275,4
16511,9
4450,8
32932,4
36832,14
26086,1
23845,12
35967,4
38754,2
1319,7
40410,13
43500,2
472,2
1997,1
18,1
27532,4
26618,4
37926,7
41057,4
44949,1
38703,7
35882,1
24128,4
6110,7
11027,3
19545,1
5940,1
24272,1
16833,2
25126,1
50651,1
37140,1
39130,10
3744,8
16562,2
37297,4
17724,46
11560,1
36316,5
46735,1
28096,1
47671,4
34359,8
30315,1
39593,1
42476,1
50983,1
1769,5
3596,2
16867,7
27386,10
26597,1
39762,1
17690,1
2485,2
17164,2
4644,6
23381,1
7229,9
16461,5
15294,7
23073,10
39815,7
42849,11
13216,1
35367,4
40516,3
32584,6
8865,1
45742,1
13163,1
41418,3
43825,4
22469,2
6006,1
49904,6
41081,13
49851,7
27500,1
8142,1
32643,1
6942,1
15232,1
34260,1
28426,7
14914,1
30116,1
15191,1
40991,4
23591,10
34922,1
14038,1
14359,1
16453,2
47303,1
1449,14
3175,2
11819,5
46246,1
20343,1
27041,1
48374,1
11338,2
34299,1
29914,1
10624,16
45321,1
44534,6
15352,1
44142,7
24062,13
42872,1
7208,1
504,13
14612,2
39721,4
41299,4
29486,4
3580,10
7089,2
50566,1
22713,2
49950,1
29602,2
37608,5
5074,1
42554,4
40032,11
61,4
18159,4
43805,3
18063,1
12429,1
13563,2
15667,7
4742,3
32246,11
14369,2
4456,5
9881,4
28729,9
19370,4
32600,1
23597,1
17952,19
12157,3
40254,4
26915,7
43001,2
26776,6
50939,3
15200,10
33149,9
39056,4
28440,2
2412,7
46507,8
42350,4
31653,4
15109,7
50080,5
12106,6
16195,1
4162,1
48307,3
24178,4
14027,4
6172,4
43302,5
28785,4
33013,4
17823,8
25598,4
7937,5
46036,1
24230,5
8603,3
26837,1
20596,1
41229,1
37889,1
20727,4
19945,1
41625,13
27375,4
41692,4
32071,6
28029,3
114,1
28565,3
43437,2
31308,1
11442,1
50644,5
24694,1
15749,19
2180,7
41223,1
13882,3
45302,4
33543,7
21255,2
12840,1
46169,5
7360,2
21060,5
13132,1
45433,11
44683,1
23670,19
20144,1
18628,4
39445,1
23390,3
42006,1
17752,3
49072,4
25473,11
48154,4
29348,1
40974,14
10740,7
9159,1
24439,1
17490,1
3425,1
20720,1
20352,25
17638,1
2923,1
47377,5
4780,1
50938,13
33901,1
44694,1
19903,2
42838,10
32738,1
33039,2
31325,10
42433,7
17931,7
1018,1
37208,4
9030,5
22095,13
26411,1
21275,1
24275,5
24988,1
9904,3
31943,4
47887,1
29619,2
10987,5
46813,1
24953,4
17875,1
41698,1
36383,4
12410,4
52,2
12306,4
38173,1
21478,1
19478,7
1389,4
11380,7
7884,1
3478,1
20575,1
21979,2
26885,2
19606,4
43550,1
12467,1
27750,1
13004,2
11168,4
24115,6
16851,6
50692,1
41863,2
50659,10
32839,5
44177,11
38284,14
26474,4
21436,5
47450,4
13671,1
50359,1
17974,1
11036,1
5159,4
38392,1
43165,1
17042,1
40669,2
32379,1
24639,1
26414,1
44960,1
21556,4
19420,1
5479,11
39246,7
33170,5
38309,1
34240,1
41637,17
3356,1
9808,2
9443,4
1983,1
44385,5
4918,8
37827,12
36611,1
29507,1
17417,3
174,1
41899,6
15437,4
29363,13
27163,2
7713,1
41294,1
25449,9
19237,2
17870,1
38919,16
37061,4
24872,2
23944,1
50504,4
43227,3
50711,4
38394,4
36613,2
48638,5
22225,2
45178,4
28336,1
3110,1
16230,1
43730,6
20302,4
20522,4
26786,4
31811,10
2599,8
26628,3
15905,4
40781,1
15893,7
48062,5
27416,1
42284,3
29283,1
10527,1
3820,5
15787,7
25532,3
13920,2
34655,10
8336,4
1182,1
50980,4
16202,9
20986,4
45412,1
32061,2
1888,4
13442,9
34490,1
42627,1
35652,1
2994,7
4763,5
9078,4
4056,1
38148,10
11024,1
24909,1
8345,1
5516,2
15123,7
6645,1
38704,1
7880,2
49034,4
33489,6
373,1
8186,1
24407,4
39502,1
33080,1
26198,3
42,1
16209,2
29643,8
14313,5
39964,2
12810,6
41377,1
29434,2
37521,1
27788,2
2791,4
25280,1
33500,2
13719,13
31902,2
33712,5
11806,10
25594,9
24571,3
38333,7
41867,3
34461,18
10983,2
30165,1
16903,1
49966,4
818,1
44409,2
4830,1
42482,2
26214,5
28133,1
15004,1
50602,1
39826,1
42660,4
28102,1
21601,8
20118,1
39040,1
38778,2
11238,17
6833,1
24174,2
2592,7
379,5
11967,10
12195,5
37207,1
18532,2
3726,4
10336,1
35334,2
22422,2
18187,1
21738,1
31208,4
46317,9
23529,2
36389,1
6108,1
44927,1
7061,1
28904,1
4890,2
26282,1
23994,1
25291,1
31842,7
31077,4
2559,1
14553,1
40296,7
34350,1
2547,1
7078,8
4321,10
5138,2
29864,2
6884,13
27940,1
46505,1
39309,2
34531,13
13954,7
39452,4
39240,7
19227,1
21328,4
15662,7
45677,1
44196,4
43101,9
13058,6
37201,4
40889,4
22740,2
31859,1
5278,2
29840,8
16489,4
45418,1
4946,7
14028,5
47860,6
28381,1
19190,1
29528,1
26041,1
23209,1
35721,2
7519,1
11754,5
27100,1
40570,3
26050,1
48534,4
19213,1
2502,1
16701,8
1200,4
46163,1
18662,1
23847,3
25228,10
24646,4
46723,13
17558,1
33856,3
15207,2
8734,17
40788,1
4064,1
43346,5
37403,2
601,8
38196,2
7753,4
12984,1
30106,5
18603,1
10657,4
11517,3
49776,1
42587,2
8998,3
4978,4
38348,5
35883,1
8615,12
37591,2
23495,8
24474,9
37240,2
7500,1
18870,1
14811,6
24726,1
11301,5
34348,2
6045,1
22254,4
7125,1
35770,7
20985,1
44756,6
30517,1
11673,7
16527,8
48636,1
48079,1
12854,3
12206,1
48336,4
10072,4
31160,14
21635,1
3452,1
47278,1
3605,8
40639,5
44302,8
30103,1
4420,13
18555,9
37939,4
27356,4
4720,4
14089,8
1527,24
46422,4
25900,2
6078,1
690,1
13360,1
35056,2
19686,1
38553,4
25926,4
39370,16
10921,3
46886,3
22172,2
20945,5
17571,1
50343,5
41105,1
3572,1
15548,7
26338,4
11992,11
29378,5
50864,1
25687,2
16241,4
26703,4
13189,4
7399,4
45743,8
26853,1
44755,4
31512,4
2499,1
6035,4
26400,7
27364,2
45346,10
20211,9
43452,2
17262,1
50607,7
15075,9
41351,7
26859,1
43674,8
24339,2
30195,2
27534,4
41435,7
1694,4
9487,4
2092,1
23316,4
27626,1
9329,1
38099,9
49984,9
40105,7
16975,4
29234,1
48077,3
5716,8
28168,1
48160,1
49261,1
46216,8
23882,3
12510,4
50204,1
50463,10
47826,1
30775,4
49820,2
8445,7
23840,1
48950,1
5168,1
10882,7
29217,1
13237,2
46627,1
17227,1
28735,4
4509,1
44334,5
15310,4
27970,1
20931,1
15917,1
38122,1
44956,7
22061,10
5582,1
48552,4
34253,1
26993,8
35035,6
45133,5
6165,1
19192,2
50021,2
28469,10
14535,9
8642,1
31881,1
13307,1
22040,6
48015,2
1979,5
33464,4
1741,4
3718,4
25387,4
7796,1
44244,2
2189,2
37774,7
21529,4
8147,1
33273,5
36071,5
41365,1
40665,2
39229,9
16567,7
3082,4
34644,6
22197,1
49761,4
2033,4
6629,3
22806,1
18352,1
23158,4
20,6
26794,1
13713,1
15237,16
7183,8
43184,4
16359,10
47810,3
42834,1
14825,10
22368,1
40630,8
28938,7
46946,1
47719,4
42716,3
2178,1
29537,1
4979,1
19794,7
50867,7
49641,7
40508,1
25182,4
48321,1
43424,5
15836,1
26314,4
49304,2
50041,1
16252,1
22807,1
11274,4
269,10
16480,5
14546,3
40444,1
12016,1
39481,2
13252,4
3885,4
42759,1
13159,13
9764,1
24094,7
12820,5
1067,1
40268,1
35528,3
6221,11
22791,4
33483,1
30869,7
4059,1
50630,4
29236,1
33229,4
49144,1
42755,1
10061,10
13681,14
9537,2
37559,3
5271,11
38616,1
23854,5
33982,3
47690,1
34140,1
243,1
4039,4
24345,2
40023,1
10991,1
34447,8
48407,8
44810,8
9504,4
17032,1
27814,3
10835,1
20793,4
15269,7
16539,4
36196,1
42263,3
17534,2
19431,12
48835,4
46857,22
1046,1
9832,8
1306,8
10119,1
13783,4
11631,16
12313,7
27712,1
15,1
28114,1
29993,1
29555,5
35437,7
9552,1
1844,2
19482,6
34380,2
41457,6
11032,9
45571,1
34105,4
16277,1
34246,5
46467,4
9287,8
16926,1
47560,3
36842,5
431,4
39539,8
32397,1
29960,1
2561,7
42297,4
3606,1
37183,4
33799,1
39053,1
33878,1
44510,1
26103,4
17137,12
19433,1
24535,1
31959,4
27204,2
49714,2
22926,6
37532,1
19946,1
8444,1
35730,4
45413,10
21758,1
32025,4
36230,2
31228,1
43757,2
7751,2
49100,1
20609,6
32912,9
21440,1
7813,7
43723,4
50057,1
32511,10
5192,1
12172,1
33003,4
